"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-22",,,"18.12",,,"0.00",,,"54","62","48",,,"  270","  280",,,,"36.0","40.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-23",,,"19.69",,,"0.00",,,"53","62","48",,,"  280","  280",,,,"31.1","38.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-24",,,"18.34",,,"0.00",,,"54","62","49",,,"  260","  250",,,,"33.1","44.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-25",,,"20.36",,,"0.00",,,"54","60","50",,,"  270","  280",,,,"35.1","45.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-26",,,"17.67",,,"0.00",,,"57","66","53",,,"  260","  260",,,,"30.0","33.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-27",,,"9.62",,,"0.01",,,"57","62","54",,,"  280","  280",,,,"19.9","23.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-28",,,"12.08",,,"0.00",,,"60","65","55",,,"  270","  270",,,,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-29",,,"16.33",,,"0.00",,,"59","65","52",,,"  270","  270",,,,"31.1","36.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-30",,,"19.91",,,"0.00",,,"57","65","51",,,"  260","  260",,,,"33.1","40.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-05-31",,,"14.09",,,"0.00",,,"59","74","50",,,"  280","  280",,,,"30.0","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-01",,,"14.99",,,"0.00",,,"61","77","52",,,"  270","  280",,,,"30.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-02",,,"15.43",,,"0.00",,,"58","65","50",,,"  290","  290",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-03",,,"6.93",,,"0.00",,,"59","73","51",,,"  210","  210",,,,"14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-04",,,"9.62",,,"0.00",,,"60","69","54",,,"  270","  280",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-05",,,"12.75",,,"0.00",,,"59","66","54",,,"  290","  280",,,,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-06",,,"13.20",,,"0.00",,,"58","66","53",,,"  290","  300",,,,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-07",,,"8.95",,,"0.00",,,"59","74","52",,,"  290","  290",,,,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-08",,,"8.05",,,"0.00",,,"65","78","56",,,"  310","  300",,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-09",,,"10.96",,,"0.00",,,"64","70","59",,,"  210","  220",,,,"21.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-10",,,"11.18",,,"0.00",,,"62","70","57",,,"  210","  210",,,,"23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-11",,,"12.08",,,"0.00",,,"60","67","55",,,"  270","  280",,,,"23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-12",,,"18.79",,,"0.00",,,"59","67","52",,,"  270","  270",,,,"40.0","48.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-13",,,"16.78",,,"0.00",,,"58","67","51",,,"  270","  280",,,,"28.0","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-14",,,"11.41",,,"0.00",,,"61","78","52",,,"  280","  280",,,,"28.0","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-15",,,"12.08",,,"0.00",,,"57","62","51",,,"  270","  270",,,,"23.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-16",,,"18.79",,,"0.00",,,"57","68","52",,,"  270","  270",,,,"33.1","38.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-17",,,"21.92",,,"0.00",,,"59","65","53",,,"  260","  270",,,,"32.0","38.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-18",,,"22.59",,,"0.00",,,"59","65","54",,,"  270","  270",,,,"36.9","44.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-19",,,"21.92",,,"0.00",,,"59","67","54",,,"  270","  270",,,,"36.9","46.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-20",,,"20.13",,,"0.00",,,"59","67","52",,,"  260","  260",,,,"38.0","46.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-21",,,"14.09",,,"0.00",,,"59","71","51",,,"  270","  270",,,,"28.0","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-22",,,"16.33",,,"0.00",,,"60","73","52",,,"  260","  260",,,,"33.1","42.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-23",,,"9.84",,,"0.00",,,"60","68","55",,,"  260","  260",,,,"25.9","33.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-24",,,"10.51",,,"0.03",,,"60","65","56",,,"  180","  190",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-25",,,"8.28",,,"0.02",,,"65","72","62",,,"  170","  170",,,,"18.1","25.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-26",,,"9.17",,,"0.00",,,"68","78","62",,,"  270","  270",,,,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-27",,,"13.20",,,"0.00",,,"67","78","60",,,"  280","  280",,,,"25.1","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-28",,,"12.75",,,"0.00",,,"67","82","59",,,"  280","  290",,,,"28.0","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-29",,,"12.97",,,"0.00",,,"69","84","61",,,"  290","  290",,,,"29.1","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-06-30",,,"17.00",,,"0.00",,,"66","71","57",,,"  280","  280",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-01",,,"12.53",,,"0.00",,,"64","79","56",,,"  290","  290",,,,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-02",,,"14.32",,,"0.00",,,"64","82","58",,,"  290","  280",,,,"29.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-03",,,"10.74",,,"0.00",,,"64","80","58",,,"  290","  290",,,,"25.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-04",,,"13.20",,,"0.00",,,"67","77","59",,,"  280","  280",,,,"29.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-05",,,"17.00",,,"0.00",,,"61","65","55",,,"  250","  240",,,,"38.9","47.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-06",,,"6.71",,,"0.00",,,"60","72","55",,,"  240","  230",,,,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-07",,,"8.50",,,"0.00",,,"62","72","56",,,"  310","  310",,,,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-08",,,"9.40",,,"0.00",,,"61","70","56",,,"  300","  300",,,,"21.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-09",,,"13.42",,,"0.00",,,"61","71","54",,,"  290","  290",,,,"28.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-10",,,"14.32",,,"0.00",,,"59","69","53",,,"  280","  270",,,,"25.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-11",,,"11.63",,,"0.00",,,"59","67","53",,,"  290","  290",,,,"25.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-12",,,"11.41",,,"0.00",,,"60","67","53",,,"  290","  280",,,,"28.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-13",,,"12.30",,,"0.00",,,"60","73","52",,,"  290","  290",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-14",,,"14.54",,,"0.00",,,"58","66","53",,,"  290","  280",,,,"28.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-15",,,"11.63",,,"0.00",,,"58","69","53",,,"  250","  270",,,,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-16",,,"10.51",,,"0.00",,,"60","71","56",,,"  240","  270",,,,"18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-17",,,"13.87",,,"0.00",,,"61","66","55",,,"  290","  290",,,,"23.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-18",,,"10.51",,,"0.00",,,"59","69","54",,,"  290","  290",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-19",,,"12.53",,,"0.00",,,"59","67","54",,,"  290","  300",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-20",,,"12.53",,,"0.00",,,"58","70","54",,,"  290","  290",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-21",,,"9.17",,,"0.00",,,"59","68","54",,,"  310","  310",,,,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-22",,,"9.17",,,"0.00",,,"61","78","57",,,"  290","  290",,,,"21.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-23",,,"13.42",,,"0.00",,,"63","69","56",,,"  290","  300",,,,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-24",,,"14.09",,,"0.00",,,"62","71","55",,,"  290","  290",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-25",,,"15.21",,,"0.00",,,"60","68","54",,,"  300","  290",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-26",,,"13.42",,,"0.00",,,"60","68","55",,,"  290","  300",,,,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-27",,,"10.51",,,"0.00",,,"61","70","56",,,"  290","  290",,,,"23.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-28",,,"8.50",,,"0.00",,,"61","71","56",,,"  290","  290",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-29",,,"6.93",,,"0.00",,,"61","69","55",,,"  240","  240",,,,"18.1","21.9",,,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-30",,,"11.18",,,"0.00",,,"61","68","55",,,"  300","  290",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-07-31",,,"14.99",,,"0.00",,,"60","70","54",,,"  250","  260",,,,"29.1","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-01",,,"15.21",,,"0.00","0.0",,"60","68","56",,,"  260","  260",,,,"31.1","36.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-02",,,"13.42",,,"0.00","0.0",,"60","68","53",,,"  290","  280",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-03",,,"9.17",,,"0.00","0.0",,"60","70","53",,,"  290","  290",,,,"21.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-04",,,"12.97",,,"0.00","0.0",,"59","67","55",,,"  260","  260",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-05",,,"12.53",,,"0.00","0.0",,"59","67","55",,,"  270","  270",,,,"29.1","36.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-06",,,"11.41",,,"0.00","0.0",,"59","70","55",,,"  270","  270",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-07",,,"9.17",,,"0.00","0.0",,"62","72","57",,,"  270","  270",,,,"19.9","23.9",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-08",,,"10.07",,,"0.00","0.0",,"62","68","56",,,"  280","  270",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-09",,,"10.51",,,"0.00","0.0",,"60","70","56",,,"  270","  280",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-10",,,"11.18",,,"0.00","0.0",,"62","70","58",,,"  260","  280",,,,"23.0","28.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-11",,,"11.41",,,"0.00","0.0",,"60","66","55",,,"  270","  280",,,,"23.9","30.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-12",,,"10.07",,,"0.00","0.0",,"62","74","56",,,"  290","  290",,,,"21.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-13",,,"11.18",,,"0.00","0.0",,"61","77","55",,,"  280","  290",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-14",,,"14.99",,,"0.00","0.0",,"62","71","56",,,"  270","  270",,,,"28.0","33.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-15",,,"13.87",,,"0.00","0.0",,"66","77","62",,,"  280","  270",,,,"23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-16",,,"13.42",,,"0.00","0.0",,"66","72","59",,,"  270","  260",,,,"25.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-17",,,"12.53",,,"0.00","0.0",,"63","72","59",,,"  270","  280",,,,"29.1","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-18",,,"8.50",,,"0.00","0.0",,"64","78","57",,,"  300","  300",,,,"23.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-19",,,"10.74",,,"0.00","0.0",,"67","74","59",,,"  300","  290",,,,"28.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-20",,,"8.05",,,"0.00","0.0",,"65","76","59",,,"  290","  290",,,,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-21",,,"9.40",,,"0.00","0.0",,"63","72","58",,,"  280","  300",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-22",,,"13.42",,,"0.00","0.0",,"63","70","58",,,"  270","  280",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-23",,,"12.75",,,"0.00","0.0",,"61","66","57",,,"  270","  270",,,,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-24",,,"12.97",,,"0.00","0.0",,"62","71","58",,,"  260","  250",,,,"29.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-25",,,"7.16",,,"0.00","0.0",,"66","73","62",,,"  230","  230",,,,"23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-26",,,"12.75",,,"0.00","0.0",,"65","70","59",,,"  270","  280",,,,"28.0","33.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-27",,,"14.09",,,"0.00","0.0",,"62","72","56",,,"  270","  260",,,,"29.1","36.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-28",,,"13.20",,,"0.00","0.0",,"64","75","59",,,"  270","  270",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-29",,,"11.41",,,"0.00","0.0",,"66","74","61",,,"  280","  270",,,,"23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-30",,,"13.42",,,"0.00","0.0",,"66","78","60",,,"  280","  280",,,,"29.1","35.1",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-08-31",,,"14.76",,,"0.00","0.0",,"64","71","57",,,"  270","  270",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-01",,,"12.75",,,"0.00","0.0",,"64","74","58",,,"  270","  270",,,,"25.1","29.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-02",,,"12.08",,,"0.00","0.0",,"67","75","62",,,"  270","  270",,,,"23.0","30.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-03",,,"14.76",,,"0.00","0.0",,"66","73","60",,,"  280","  280",,,,"23.9","31.1",,,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-04",,,"19.01",,,"0.00","0.0",,"66","74","61",,,"  260","  260",,,,"29.1","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-05",,,"21.03",,,"0.00","0.0",,"65","72","60",,,"  260","  270",,,,"31.1","36.9",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-06",,,"7.61",,,"0.00","0.0",,"66","85","56",,,"  280","  280",,,,"23.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-07",,,"8.28",,,"0.00","0.0",,"72","88","58",,,"  290","  290",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-08",,,"11.18",,,"0.00","0.0",,"63","74","56",,,"  290","  290",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-09",,,"11.41",,,"0.00","0.0",,"62","76","55",,,"  300","  300",,,,"25.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-10",,,"7.61",,,"0.00","0.0",,"64","74","57",,,"  200","  190",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-11",,,"8.50",,,"0.00","0.0",,"66","74","62",,,"  230","  250",,,,"18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-12",,,"11.18",,,"0.00","0.0",,"65","71","59",,,"  260","  260",,,,"25.1","30.0",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-13",,,"15.21",,,"0.00","0.0",,"61","66","57",,,"  260","  270",,,,"30.0","36.9",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-14",,,"15.88",,,"0.00","0.0",,"59","66","57",,,"  270","  260",,,,"25.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-15",,,"13.20",,,"0.00","0.0",,"63","73","58",,,"  260","  260",,,,"23.0","25.9",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-16",,,"16.11",,,"0.00","0.0",,"64","71","59",,,"  260","  270",,,,"31.1","38.9",,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-17",,,"21.92",,,"0.00","0.0",,"63","68","57",,,"  270","  280",,,,"38.9","51.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-18",,,"9.62",,,"0.00","0.0",,"62","78","54",,,"  270","  270",,,,"25.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-19",,,"10.29",,,"0.00","0.0",,"62","80","54",,,"  270","  270",,,,"25.9","33.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-20",,,"9.62",,,"0.00","0.0",,"63","73","56",,,"  280","  260",,,,"17.0","23.0",,,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-21",,,"11.41",,,"0.23","0.0",,"65","68","58",,,"  190","  190",,,,"23.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-22",,,"10.51",,,"0.00","0.0",,"61","70","55",,,"  270","  280",,,,"29.1","35.1",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-23",,,"8.72",,,"0.00","0.0",,"64","78","57",,,"  270","  260",,,,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2013-09-24",,,"19.01",,,"0.00","0.0",,"65","71","58",,,"  270","  280",,,,"36.0","42.9",,,,,,,,,,,,,,,,,,,
